,date,symbol,reportedCurrency,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,sellingGeneralAndAdministrativeExpenses,operatingIncome,interestIncome,interestExpense,incomeBeforeTax,netIncome,operatingIncomeRatio,fillingDate,totalCurrentAssets,totalNonCurrentAssets,totalAssets,totalCurrentLiabilities,totalNonCurrentLiabilities,totalLiabilities,totalEquity,totalLiabilitiesAndTotalEquity,netCashProvidedByOperatingActivities,netCashUsedForInvestingActivites,netCashUsedProvidedByFinancingActivities,cashAtBeginningOfPeriod,cashAtEndOfPeriod,company_name,ceo,phone,website,state,city,country,address,zip,sector,exchangeShortName,exchange,description
741,2020-08-31,TRI.PA,EUR,2020-08-31,2020-08-31,2020,FY,2184019000,1504235000,163105000,180055000,1365000,2576000,177682000,139461000,0.082442048,2020-08-31,1026845000,706551000,1733396000,536723000,203133000,739856000,993540000,1733396000,286303000,-64947000,-97351000,205777000,330267000,Trigano S.A.,Ms. Marie-Helene Feuillet,33144521620,https://www.trigano.fr,ILE-DE-FRANCE,Paris,FR,100 rue Petit,75165,Consumer Cyclical,EURONEXT,Paris,"Trigano S.A., together with its subsidiaries, designs, manufactures, markets, and sells leisure vehicles and trailers for individuals and professionals in Europe. The company operates through Leisure Vehicles and Leisure Equipment segments. It offers leisure vehicles, including caravans, motorhomes, and mobile homes; camping and garden equipment; tents; and baggage and utility trailers, as well as accessories for leisure vehicles. The company also rents motorhomes; and provides finance for leisure vehicles, as well as offers a range of rental stay services in mobile homes. It offers its products through dealer networks and distributors, as well as through its online sales site, Triganostore.com. Trigano S.A. was founded in 1935 and is based in Paris, France."
742,2020-12-31,ALTEV.PA,EUR,2020-12-31,2020-12-31,2020,FY,80392000,23062000,0,8306000,60000,63000,6063000,5537000,0.103318738,2020-12-31,80477000,23872000,104349000,19846000,6285000,26131000,78218000,104349000,592000,-990000,-3757000,19614000,15161000,Envea Soci?t? Anonyme,Mr. Christophe Chevillion,33139223800,https://envea.global,ILE-DE-FRANCE,Poissy,FR,111 boulevard Robespierre,78300,Technology,EURONEXT,Paris,"Envea Soci?t? Anonyme manufacturers and sells online monitoring solutions for industry, laboratory, and local and government institutions in France and internationally. The company offers process optimization solutions, such as online mass flow measurement products, non-contact microwave flow detectors, online moisture measurement products, velocity measurement products, level monitoring products, filter performance monitors, gas monitors, broken bag detectors, filter dust / leak monitors, dust monitors, particulate size monitors, and mercury instruments for power generation, incineration, food and pharma, minerals, metal, chemical, and agriculture sectors. It also provides emissions monitoring solutions, such as gas and dust analyzers, sampling systems, data acquisition systems, and software for the measurement and reporting of stack pollutants; and gas and mercury monitors, particulate measurement systems, samplers for sampling of dioxins, and flue gas velocity CEMS. In addition, the company offers ambient monitoring solutions, including particulate monitors, micro-sensors, and gas generators/calibrators for air quality and natural gas, laboratory, process leakage and odor detection, and water and liquids monitoring. Further, it provides environmental data processing and reporting solutions, as well as turnkey solutions. The company was formerly known as Environnement S.A. and changed its name to Envea Soci?t? Anonyme in July 2018. Envea Soci?t? Anonyme was founded in 1978 and is headquartered in Poissy, France."
743,2019-12-31,ALTEV.PA,EUR,2019-12-31,2019-12-31,2019,FY,100406000,31484000,0,14693000,6000,120000,13875000,10472000,0.146335876,2019-12-31,79805000,24694000,104499000,22461000,7223000,29684000,74815000,104499000,11469000,-2612000,-4127000,14784000,19614000,Envea Soci?t? Anonyme,Mr. Christophe Chevillion,33139223800,https://envea.global,ILE-DE-FRANCE,Poissy,FR,111 boulevard Robespierre,78300,Technology,EURONEXT,Paris,"Envea Soci?t? Anonyme manufacturers and sells online monitoring solutions for industry, laboratory, and local and government institutions in France and internationally. The company offers process optimization solutions, such as online mass flow measurement products, non-contact microwave flow detectors, online moisture measurement products, velocity measurement products, level monitoring products, filter performance monitors, gas monitors, broken bag detectors, filter dust / leak monitors, dust monitors, particulate size monitors, and mercury instruments for power generation, incineration, food and pharma, minerals, metal, chemical, and agriculture sectors. It also provides emissions monitoring solutions, such as gas and dust analyzers, sampling systems, data acquisition systems, and software for the measurement and reporting of stack pollutants; and gas and mercury monitors, particulate measurement systems, samplers for sampling of dioxins, and flue gas velocity CEMS. In addition, the company offers ambient monitoring solutions, including particulate monitors, micro-sensors, and gas generators/calibrators for air quality and natural gas, laboratory, process leakage and odor detection, and water and liquids monitoring. Further, it provides environmental data processing and reporting solutions, as well as turnkey solutions. The company was formerly known as Environnement S.A. and changed its name to Envea Soci?t? Anonyme in July 2018. Envea Soci?t? Anonyme was founded in 1978 and is headquartered in Poissy, France."
744,2020-12-31,ALMET.PA,EUR,2020-12-31,2020-12-31,2020,FY,0,0,113645.41,556620.82,279515.66,883726.18,313156.51,213156.51,0,2020-12-31,1548088.84,10686015.97,12234104.81,67818.09,112599.28,180417.37,12053687.44,12234104.81,,,,,,M?thanor SCA,,33140156177,https://www.methanor.fr,ILE-DE-FRANCE,Paris,FR,24 rue de Clichy,75008,Utilities,EURONEXT,Paris,"M?thanor SCA develops and operates agricultural biogas units in France. The company is based in Paris, France."
745,2019-12-31,ALMET.PA,EUR,2019-12-31,2019-12-31,2019,FY,0,0,96239.26,-215267.28,289883.97,3421.64,454658.23,455824.78,0,2019-12-31,1663635.42,9251988.36,10915623.78,86309.28,142725.6,229034.88,10686588.9,10915623.78,,,,,,M?thanor SCA,,33140156177,https://www.methanor.fr,ILE-DE-FRANCE,Paris,FR,24 rue de Clichy,75008,Utilities,EURONEXT,Paris,"M?thanor SCA develops and operates agricultural biogas units in France. The company is based in Paris, France."
746,2020-12-31,ALNEV.PA,EUR,2020-12-31,2020-12-31,2020,FY,30142,119995,1597061,-3491715,3291,844,-6684162,-6142661,-115.8421803,2020-12-31,13098628,435116,13533744,2120255,392024,2512279,11021465,13533744,-5650152,-222707,14648301,1298784,10074226,Neovacs S.A.,Mr. Vincent Serra,33153109300,https://www.neovacs.com,ILE-DE-FRANCE,Paris,FR,"3-5, Impasse Reille",75014,Healthcare,EURONEXT,Paris,"Neovacs S.A., a biotechnology company, focuses on the development of therapeutic vaccines for the treatment of autoimmune, inflammatory, allergy, and cancer diseases in France. It develops treatments for chronic autoimmune and inflammatory diseases using its proprietary Kinoid technology. The company's product pipeline includes IFNa Kinoid, an anti-interferon alpha vaccine that is in Phase IIb clinical trial for the treatment of systemic lupus erythematosus; Phase IIa clinical trial for the treatment of dermatomyositis; and preclinical stage for the treatment of diabetes. It is also developing VEGF-Kinoid, which is in preclinical stage for the treatment of age-related macular degeneration and solid tumors; and IL-4/IL-13 Kinoid that is in preclinical stage for the treatment of allergies. The company has a collaboration with the Sunnybrook Research Institute for preclinical development of VEGF Kinoid to treat colorectal and ovarian cancer. Neovacs S.A. was founded in 1993 and is based in Paris, France."
747,2019-12-31,ALNEV.PA,EUR,2019-12-31,2019-12-31,2019,FY,75619,262689,5130520,-8174552,4268,106885,-9301893,-7548215,-108.1018263,2019-12-31,7227386,397726,7625112,4644215,155069,4799284,2825828,7625112,-8099508,42493,7937339,1418460,1298784,Neovacs S.A.,Mr. Vincent Serra,33153109300,https://www.neovacs.com,ILE-DE-FRANCE,Paris,FR,"3-5, Impasse Reille",75014,Healthcare,EURONEXT,Paris,"Neovacs S.A., a biotechnology company, focuses on the development of therapeutic vaccines for the treatment of autoimmune, inflammatory, allergy, and cancer diseases in France. It develops treatments for chronic autoimmune and inflammatory diseases using its proprietary Kinoid technology. The company's product pipeline includes IFNa Kinoid, an anti-interferon alpha vaccine that is in Phase IIb clinical trial for the treatment of systemic lupus erythematosus; Phase IIa clinical trial for the treatment of dermatomyositis; and preclinical stage for the treatment of diabetes. It is also developing VEGF-Kinoid, which is in preclinical stage for the treatment of age-related macular degeneration and solid tumors; and IL-4/IL-13 Kinoid that is in preclinical stage for the treatment of allergies. The company has a collaboration with the Sunnybrook Research Institute for preclinical development of VEGF Kinoid to treat colorectal and ovarian cancer. Neovacs S.A. was founded in 1993 and is based in Paris, France."
748,2020-12-31,VDLO.PA,EUR,2020-12-31,2020-12-31,2020,FY,201405000,80670000,43526000,1775000,0,859000,-103000,-2138000,0.008813088,2020-12-31,99061000,49062000,148123000,83307000,34539000,117846000,30277000,148123000,4309000,-1214000,-816000,37343000,39409000,Videlio SA,Mr. Guillaume Durieux,33223355757,http://www.videlio.com,BRETAGNE,Rennes,FR,"13-15 rue Louis Kerautret Botmel, CS 76709",92230,Technology,EURONEXT,Paris,"Videlio SA provides audio-visual services in France and internationally. The company designs, deploys, and uses systems tailored to work and training environments, entertainment venues, and cultural and sports areas. It also offers virtual editing systems, special effects and audio mixing, and centralized storage systems, as well as media asset management services; video and audio broadcasting equipment; collaborative/interactive, automation/supervision, and display products; and accessories and furniture. Additionally, the company operates as an audiovisual integrator; provides systems post-production services. Videlio SA is based in Gennevilliers, France."
749,2019-12-31,VDLO.PA,EUR,2019-12-31,2019-12-31,2019,FY,246777000,101739000,52919000,11893000,0,1034000,8155000,4525000,0.048193308,2019-12-31,93606000,56070000,149676000,83746000,31201000,114947000,34729000,149676000,23267000,-3121000,-8450000,25523000,37343000,Videlio SA,Mr. Guillaume Durieux,33223355757,http://www.videlio.com,BRETAGNE,Rennes,FR,"13-15 rue Louis Kerautret Botmel, CS 76709",92230,Technology,EURONEXT,Paris,"Videlio SA provides audio-visual services in France and internationally. The company designs, deploys, and uses systems tailored to work and training environments, entertainment venues, and cultural and sports areas. It also offers virtual editing systems, special effects and audio mixing, and centralized storage systems, as well as media asset management services; video and audio broadcasting equipment; collaborative/interactive, automation/supervision, and display products; and accessories and furniture. Additionally, the company operates as an audiovisual integrator; provides systems post-production services. Videlio SA is based in Gennevilliers, France."
750,2020-12-31,DG.PA,EUR,2020-12-31,2020-12-31,2020,FY,44118000000,18943000000,4726000000,2607000000,0,544000000,1823000000,1242000000,0.059091527,2020-12-31,32039000000,59126000000,91165000000,33468000000,34673000000,68141000000,23024000000,91165000000,6675000000,-2442000000,-42000000,7346000000,11426000000,Vinci SA,Mr. Xavier Huillard,33147163500,https://www.vinci.com,ILE-DE-FRANCE,Rueil-Malmaison,FR,"Rueil-Malmaison Cedex, 1 cours Ferdinand de Lesseps",92757,Industrials,EURONEXT,Paris,"VINCI SA, together with its subsidiaries, operates in the concessions, energy, and construction segments primarily in France. It Concessions segment operates motorway concessions with a network of 4,419 kilometers in France; 45 airports; 4,437 kilometers of motorways; highways, railways, and 4 stadiums, as well as operates airports in France and in 11 other countries. The company's Energy segment provides services to the manufacturing, infrastructure, facilities management, and information and communication technology sectors; engineering, procurement, and construction services in the energy sector, and manufacturing and energy-related services; and renewable energy concession projects development services. Its Construction segments engages in designing and carrying out projects that involve general contractor capabilities; works related to geotechnical and structural engineering, digital technology, nuclear or renewable thermal energy; and focuses on business area, such as buildings, civil engineering, infrastructure, and in a specific geographical area. The company also provides property development services for residential and commercial properties; and property services, as well as operates managed residences. It also operates in Germany, the United Kingdom, Albania, Belarus, Bosnia-Herzegovina, Bulgaria, Croatia, Czech Republic, Estonia, Hungary, Kosovo, Latvia, Lithuania, Macedonia, Moldova, Montenegro, Poland, Romania, Serbia, Slovakia, Slovenia, Ukraine, Portugal, North America, Central and South America, Africa, Russia, the Asia-Pacific, the Middle East, and other European countries. The company was founded in 1899 and is headquartered in Nanterre, France."
